,ExperimentName,Parameters,nbCasCovidConnuTotal-repli1,nbCasCovidConnuTotal-repli2,nbCasCovidConnuTotal-repli3,nbCasCovidConnuTotal-Mean,nbCasCovidConnuTotal-Std,nbMortTotal-repli1,nbMortTotal-repli2,nbMortTotal-repli3,nbMortTotal-Mean,nbMortTotal-Std,epidemic_duration-repli1,epidemic_duration-repli2,epidemic_duration-repli3,epidemic_duration-Mean,epidemic_duration-Std,tauxDeMortCasConnu-repli1,tauxDeMortCasConnu-repli2,tauxDeMortCasConnu-repli3,tauxDeMortCasConnu-Mean,tauxDeMortCasConnu-Std,tauxMortalitePopulationGlobale-repli1,tauxMortalitePopulationGlobale-repli2,tauxMortalitePopulationGlobale-repli3,tauxMortalitePopulationGlobale-Mean,tauxMortalitePopulationGlobale-Std,epidemicDuration-repli1,epidemicDuration-repli2,epidemicDuration-repli3,epidemicDuration-Mean,epidemicDuration-Std
478,"[1, 0, 1, 1, 2, 3]-variantVaccin96-variantDpt4","[1, 0, 1, 1, 2, 3]",28830351.0,28813665.0,28852991.0,28832335.666666668,16115.990926888597,77952.0,77504.0,77877.0,77777.66666666667,195.91891746899336,,,,,,0.2703817237604912,0.26898348405175115,0.2699096256606464,0.26975827782429623,0.0005807743086892764,3.5998509298183308,3.579162131371099,3.596387403292567,3.5918001548273324,0.009047604900705029,364.0,364.0,364.0,364.0,0.0
479,"[1, 0, 1, 1, 2, 4]-variantVaccin96-variantDpt5","[1, 0, 1, 1, 2, 4]",32900888.0,32893859.0,32895260.0,32896669.0,3037.616499823505,86294.0,86735.0,86730.0,86586.33333333333,206.72096061008315,,,,,,0.2622847140174454,0.2636814367082926,0.26365500683077137,0.26320705251883647,0.00065228105801495,3.9850874401906697,4.005452976162164,4.005222074393779,3.9985874969155373,0.00954644707339314,364.0,364.0,364.0,364.0,0.0
480,"[1, 0, 1, 2, 0, 0]-variantVaccin97-variantDpt1","[1, 0, 1, 2, 0, 0]",420114.0,424916.0,318214.0,387748.0,49207.029768790824,2164.0,2043.0,1538.0,1915.0,271.1174407275686,,,,,,0.5150982828470368,0.48080091123892726,0.4833225439484121,0.4930739126781254,0.015607569080060973,0.09993428535671783,0.09434646256181818,0.07102538395500556,0.08843537729118052,0.012520299300763343,364.0,364.0,364.0,364.0,0.0
481,"[1, 0, 1, 2, 0, 1]-variantVaccin97-variantDpt2","[1, 0, 1, 2, 0, 1]",18117569.0,18086589.0,18066081.0,18090079.666666668,21164.311176023555,76877.0,76427.0,76629.0,76644.33333333333,184.03139828723673,,,,,,0.42432293206665866,0.4225617113320815,0.42415950642532824,0.42368138327468946,0.0007945337959494284,3.5502070496157105,3.529425890461125,3.5387543219038498,3.5394624206602288,0.008498635060551055,364.0,364.0,364.0,364.0,0.0
482,"[1, 0, 1, 2, 0, 2]-variantVaccin97-variantDpt3","[1, 0, 1, 2, 0, 2]",2160590.0,2160572.0,2160421.0,2160527.6666666665,75.78185065626789,16619.0,16845.0,16716.0,16726.666666666668,92.57189398276107,,,,,,0.7691880458578444,0.7796546470101435,0.7737380816053908,0.7741935914911262,0.004285094465106492,0.767471297755681,0.7779080576866506,0.7719507920623361,0.7724433825015559,0.0042750028046603826,15.0,14.0,16.0,15.0,0.816496580927726
483,"[1, 0, 1, 2, 0, 3]-variantVaccin97-variantDpt4","[1, 0, 1, 2, 0, 3]",2165417.0,2165403.0,2165409.0,2165409.6666666665,5.734883511361751,15909.0,15770.0,15920.0,15866.333333333334,68.26582030725348,,,,,,0.7346852823266835,0.7282709038456121,0.7351959837610355,0.7327173899777769,0.0031510456657447834,0.7346832466451128,0.7282641774840296,0.7351912305355581,0.7327128848882335,0.00315253972582973,9.0,9.0,10.0,9.333333333333334,0.4714045207910317
484,"[1, 0, 1, 2, 0, 4]-variantVaccin97-variantDpt5","[1, 0, 1, 2, 0, 4]",2165423.0,2165423.0,2165423.0,2165423.0,0.0,16334.0,16237.0,16289.0,16286.666666666666,39.634440691006205,,,,,,0.7543098969577768,0.7498304026511218,0.7522317810423184,0.752124026883739,0.0018303324888950534,0.7543098969577768,0.7498304026511218,0.7522317810423184,0.752124026883739,0.0018303324888950534,7.0,7.0,7.0,7.0,0.0
485,"[1, 0, 1, 2, 1, 0]-variantVaccin98-variantDpt1","[1, 0, 1, 2, 1, 0]",674854.0,706229.0,646967.0,676016.6666666666,24207.57465936827,5624.0,5909.0,5444.0,5659.0,191.44189719076647,,,,,,0.8333654390431116,0.8366974451629712,0.841464866059629,0.8371759167552373,0.0033238412314095665,0.2597183090786419,0.27287970987654603,0.2514058454168077,0.26133462145733194,0.008840854520838014,364.0,364.0,364.0,364.0,0.0
486,"[1, 0, 1, 2, 1, 1]-variantVaccin98-variantDpt2","[1, 0, 1, 2, 1, 1]",18464854.0,18443660.0,18429931.0,18446148.333333332,14365.417602314556,71748.0,71191.0,71724.0,71554.33333333333,257.10222783079024,,,,,,0.3885652169250837,0.3859917174790687,0.38917128881274704,0.3879094077389665,0.0013784006995872925,3.313348015607112,3.287625558609103,3.3122396871188675,3.304404420445028,0.011873071812333514,364.0,364.0,364.0,364.0,0.0
487,"[1, 0, 1, 2, 1, 2]-variantVaccin98-variantDpt3","[1, 0, 1, 2, 1, 2]",2156892.0,2157044.0,2157038.0,2156991.3333333335,70.28197176769841,11762.0,11790.0,11527.0,11693.0,117.93501035174697,,,,,,0.5453216943639274,0.546581340019026,0.5343902147296431,0.5420977497041989,0.005474257839019658,0.5431733199471881,0.5444663698501402,0.5323209368331268,0.539986875543485,0.005446280488927466,15.0,16.0,15.0,15.333333333333334,0.4714045207910317
488,"[1, 0, 1, 2, 1, 3]-variantVaccin98-variantDpt4","[1, 0, 1, 2, 1, 3]",2165368.0,2165377.0,2165368.0,2165371.0,4.242640687119285,10910.0,10881.0,10765.0,10852.0,62.64716008460931,,,,,,0.5038404557562502,0.5024991029275733,0.49714413439193705,0.5011612310252535,0.0028928193714554467,0.5038276586145063,0.5024884283578774,0.497131507331362,0.5011491981012486,0.002893068009557939,10.0,9.0,9.0,9.333333333333334,0.4714045207910317
489,"[1, 0, 1, 2, 1, 4]-variantVaccin98-variantDpt5","[1, 0, 1, 2, 1, 4]",2165422.0,2165423.0,2165423.0,2165422.6666666665,0.4714045207910317,11013.0,11185.0,11145.0,11114.333333333334,73.49074015744357,,,,,,0.5085844699093295,0.5165272558756419,0.5146800417285675,0.5132639225045129,0.003393720423489523,0.5085842350432225,0.5165272558756419,0.5146800417285675,0.5132638442158106,0.0033938283724447215,8.0,8.0,7.0,7.666666666666667,0.4714045207910317
490,"[1, 0, 1, 2, 2, 0]-variantVaccin99-variantDpt1","[1, 0, 1, 2, 2, 0]",1436.0,741.0,282589.0,94922.0,132700.91163464804,5.0,5.0,1311.0,440.3333333333333,615.6543041530874,,,,,,0.34818941504178275,0.6747638326585695,0.4639246396710417,0.4956259624571313,0.13519478037317553,0.00023090176838428336,0.00023090176838428336,0.060542443670359096,0.020334749069042552,0.028431133508468664,89.0,69.0,364.0,174.0,134.59816739713312
491,"[1, 0, 1, 2, 2, 1]-variantVaccin99-variantDpt2","[1, 0, 1, 2, 2, 1]",18636910.0,18651397.0,18674293.0,18654200.0,15389.710393636393,63913.0,63942.0,64017.0,63957.333333333336,43.8203402796261,,,,,,0.34293775094691126,0.34282686707060067,0.34280815878812654,0.3428575922685462,5.71930080004707e-05,2.9515249445489404,2.952864174805569,2.9563277013313334,2.9535722735619476,0.0020236388123533004,364.0,364.0,364.0,364.0,0.0
492,"[1, 0, 1, 2, 2, 2]-variantVaccin99-variantDpt3","[1, 0, 1, 2, 2, 2]",2153433.0,2153457.0,2153472.0,2153454.0,16.06237840420901,6591.0,6338.0,6530.0,6486.333333333333,107.80331885222994,,,,,,0.3060694249600522,0.29431746257296987,0.30323124702805515,0.3012060448536924,0.005006877794403219,0.3043747110841623,0.2926910816039176,0.3015577095098741,0.299541167399318,0.004978395392134921,18.0,16.0,16.0,16.666666666666668,0.9428090415820634
493,"[1, 0, 1, 2, 2, 3]-variantVaccin99-variantDpt4","[1, 0, 1, 2, 2, 3]",2165337.0,2165330.0,2165346.0,2165337.6666666665,6.548960901462833,5768.0,5927.0,5822.0,5839.0,66.01514977639603,,,,,,0.26637885927225186,0.27372271201156406,0.26887157987684185,0.2696577170535526,0.0030492132329100786,0.26636828000810925,0.2737109562427295,0.2688620191066595,0.2696470851191661,0.003048602964704655,9.0,9.0,10.0,9.333333333333334,0.4714045207910317
494,"[1, 0, 1, 2, 2, 4]-variantVaccin99-variantDpt5","[1, 0, 1, 2, 2, 4]",2165420.0,2165422.0,2165421.0,2165421.0,0.816496580927726,5912.0,5964.0,5956.0,5944.0,22.861904265976328,,,,,,0.2730186291804823,0.27541975651859085,0.2750504405378908,0.2744962754123213,0.0010556758856300327,0.27301825093757665,0.2754196293287732,0.2750501864993583,0.27449602225523606,0.0010557708247292143,8.0,8.0,8.0,8.0,0.0
495,"[1, 0, 2, 0, 0, 0]-variantVaccin100-variantDpt1","[1, 0, 2, 0, 0, 0]",3408.0,3692.0,6284.0,4461.333333333333,1294.024557555055,45.0,57.0,92.0,64.66666666666667,19.93879523831757,,,,,,1.3204225352112675,1.543878656554713,1.464035646085296,1.4427789459504254,0.09245555695191067,0.00207811591545855,0.00263228015958083,0.004248592538270813,0.002986329537770064,0.0009207806159959311,105.0,83.0,98.0,95.33333333333333,9.177266598624136
496,"[1, 0, 2, 0, 0, 1]-variantVaccin100-variantDpt2","[1, 0, 2, 0, 0, 1]",23806403.0,23478846.0,23264542.0,23516597.0,222818.59487185234,92965.0,92731.0,92639.0,92778.33333333333,137.2329730381474,,,,,,0.39050418494553757,0.3949555272009536,0.39819825380615703,0.3945526553175494,0.003153981951313478,4.29315657956898,4.282350376808595,4.2781017842703255,4.284536246882634,0.0063374672310280225,364.0,364.0,364.0,364.0,0.0
497,"[1, 0, 2, 0, 0, 2]-variantVaccin100-variantDpt3","[1, 0, 2, 0, 0, 2]",31599935.0,2143955.0,2144073.0,11962654.333333334,13885654.32354705,92485.0,16872.0,17065.0,42140.666666666664,35598.90669045266,,,,,,0.2926746526535577,0.7869568157913762,0.7959150644590925,0.6251821776346755,0.2351467671924631,4.270990009804089,0.7791549272359257,0.788067735495559,1.9460708908451914,1.6439701014745236,364.0,15.0,15.0,131.33333333333334,164.52017775607007
498,"[1, 0, 2, 0, 0, 3]-variantVaccin100-variantDpt4","[1, 0, 2, 0, 0, 3]",2163064.0,2163118.0,2163110.0,2163097.3333333335,23.79542439676633,15929.0,16010.0,15728.0,15889.0,118.54956769216832,,,,,,0.7364090937669898,0.7401353046851813,0.7271012569864685,0.7345485518128799,0.005481350935996963,0.7356068537186499,0.7393474623664753,0.7263246026296016,0.7337596395715756,0.005474660964262829,11.0,11.0,11.0,11.0,0.0
499,"[1, 0, 2, 0, 0, 4]-variantVaccin100-variantDpt5","[1, 0, 2, 0, 0, 4]",2165062.0,2165052.0,2165066.0,2165060.0,5.887840577551898,16193.0,16141.0,16113.0,16149.0,33.14614105241614,,,,,,0.7479231541637145,0.7455248188034282,0.7442267348893752,0.7458915692855058,0.0015311778255110043,0.7477984670893401,0.7453970886981435,0.7441040387951915,0.7457665315275585,0.0015307005168235703,9.0,9.0,9.0,9.0,0.0
500,"[1, 0, 2, 0, 1, 0]-variantVaccin101-variantDpt1","[1, 0, 2, 0, 1, 0]",503.0,480.0,386.0,456.3333333333333,50.61181241128948,7.0,6.0,7.0,6.666666666666667,0.4714045207910317,,,,,,1.3916500994035785,1.25,1.8134715025906734,1.485040533998084,0.2393273400084227,0.0003232624757379967,0.00027708212206114006,0.0003232624757379967,0.0003078690245123778,2.1769627494998956e-05,47.0,66.0,58.0,57.0,7.788880963698615
501,"[1, 0, 2, 0, 1, 1]-variantVaccin101-variantDpt2","[1, 0, 2, 0, 1, 1]",25401890.0,25402717.0,25402214.0,25402273.666666668,340.24729568686104,90577.0,89947.0,90399.0,90307.66666666667,265.18086071375683,,,,,,0.3565758295937822,0.35408417139001314,0.35587055522010796,0.35551018540130114,0.0010486467329635179,4.182877894988646,4.153784272172227,4.174657792034166,4.170439986398347,0.012246145936094438,364.0,364.0,364.0,364.0,0.0
502,"[1, 0, 2, 0, 1, 2]-variantVaccin101-variantDpt3","[1, 0, 2, 0, 1, 2]",32054047.0,32155742.0,32189439.0,32133076.0,57550.320491433115,91872.0,91320.0,91978.0,91723.33333333333,288.46413218207135,,,,,,0.28661591467685815,0.28399282467187353,0.28573968002362515,0.28544947312411895,0.0010903563108615169,4.242681453000176,4.2171898977705515,4.247576570489922,4.23581597375355,0.013321375647255317,364.0,364.0,364.0,364.0,0.0
503,"[1, 0, 2, 0, 1, 3]-variantVaccin101-variantDpt4","[1, 0, 2, 0, 1, 3]",2153582.0,2153461.0,2153578.0,2153540.3333333335,56.12090123613088,10890.0,10681.0,10625.0,10732.0,114.03800536078604,,,,,,0.5056691595676412,0.49599226547404385,0.4933649953704951,0.49834214013739336,0.005290844125951444,0.5029040515409692,0.4932523576225061,0.4906662578166021,0.49560755566002584,0.0052663154201643995,13.0,13.0,14.0,13.333333333333334,0.4714045207910317
504,"[1, 0, 2, 0, 1, 4]-variantVaccin101-variantDpt5","[1, 0, 2, 0, 1, 4]",2163317.0,2163465.0,2163427.0,2163403.0,62.758797524065635,10958.0,11023.0,10965.0,10982.0,29.13188402192118,,,,,,0.5065369522820743,0.5095067403447711,0.5068347580020033,0.5076261502096163,0.0013353243061860543,0.5060443155909954,0.5090460385799911,0.5063675780667334,0.50715264407924,0.0013453207074054993,11.0,11.0,10.0,10.666666666666666,0.4714045207910317
505,"[1, 0, 2, 0, 2, 0]-variantVaccin102-variantDpt1","[1, 0, 2, 0, 2, 0]",191.0,163.0,195.0,183.0,14.236104336041748,0.0,4.0,0.0,1.3333333333333333,1.8856180831641267,,,,,,0.0,2.4539877300613497,0.0,0.8179959100204499,1.1568209099166422,0.0,0.00018472141470742668,0.0,6.157380490247556e-05,8.70785099799959e-05,18.0,17.0,21.0,18.666666666666668,1.699673171197595
506,"[1, 0, 2, 0, 2, 1]-variantVaccin102-variantDpt2","[1, 0, 2, 0, 2, 1]",17693521.0,17697514.0,17697387.0,17696140.666666668,1853.109518859824,60966.0,60581.0,61082.0,60876.333333333336,214.1344333720188,,,,,,0.34456680499036907,0.34231361534733074,0.34514699825460105,0.34400913953076695,0.0012220904899468562,2.8154314422632436,2.7976520060976537,2.820788363289759,2.811290603883552,0.00988880386751316,364.0,364.0,364.0,364.0,0.0
507,"[1, 0, 2, 0, 2, 2]-variantVaccin102-variantDpt3","[1, 0, 2, 0, 2, 2]",32232179.0,32201287.0,32180395.0,32204620.333333332,21271.718271503647,89537.0,88838.0,89541.0,89305.33333333333,330.4586038959931,,,,,,0.27778761094619137,0.2758833831703683,0.2782470507276247,0.27730601494806145,0.0010232895026555712,4.134850327164716,4.102570259944593,4.135035048579423,4.124151878562911,0.015260695203477299,364.0,364.0,364.0,364.0,0.0
508,"[1, 0, 2, 0, 2, 3]-variantVaccin102-variantDpt4","[1, 0, 2, 0, 2, 3]",14814437.0,4275158.0,2143660.0,7077751.666666667,5539437.148980772,39227.0,17444.0,6067.0,20912.666666666668,13757.910120686533,,,,,,0.26478900278154344,0.4080317031557664,0.28302062827127433,0.3186137780695281,0.06366460050946969,1.8115167336820566,0.8055700895390877,0.2801762057574894,0.9657543429928778,0.6353451552277098,153.0,38.0,16.0,69.0,60.07217880738692
509,"[1, 0, 2, 0, 2, 4]-variantVaccin102-variantDpt5","[1, 0, 2, 0, 2, 4]",2161685.0,2161650.0,4310391.0,2877908.6666666665,1012917.9719307098,5841.0,5887.0,17785.0,9837.666666666666,5619.644670459354,,,,,,0.27020588106037646,0.2723382601253672,0.41260758014760146,0.318383907111115,0.06663188516260678,0.2697394458265198,0.2718637420956552,0.8213175901428958,0.4543069260216903,0.2595171784200756,12.0,12.0,30.0,18.0,8.48528137423857
510,"[1, 0, 2, 1, 0, 0]-variantVaccin103-variantDpt1","[1, 0, 2, 1, 0, 0]",1693.0,2759.0,3701.0,2717.6666666666665,820.2834198549236,28.0,34.0,58.0,40.0,12.96148139681572,,,,,,1.6538688718251624,1.2323305545487495,1.5671440151310456,1.4844478138349857,0.18175557674095588,0.0012930499029519867,0.001570132025013127,0.002678460513257687,0.0018472141470742668,0.0005985657950809482,72.0,74.0,77.0,74.33333333333333,2.0548046676563256
511,"[1, 0, 2, 1, 0, 1]-variantVaccin103-variantDpt2","[1, 0, 2, 1, 0, 1]",11317187.0,11273857.0,11344026.0,11311690.0,28908.87864768654,64630.0,64459.0,64355.0,64481.333333333336,113.37352228609446,,,,,,0.571078307710211,0.5717564095411181,0.5673030015974928,0.5700459062829406,0.0019591835218373517,2.9846362581352466,2.976739417656504,2.971936660874111,2.9777707788886203,0.005235629356762883,364.0,364.0,364.0,364.0,0.0
512,"[1, 0, 2, 1, 0, 2]-variantVaccin103-variantDpt3","[1, 0, 2, 1, 0, 2]",31662328.0,31625840.0,2071755.0,21786641.0,13940537.539571013,93715.0,93987.0,17211.0,68304.33333333333,36128.613123426454,,,,,,0.2959826580029112,0.29718420127338907,0.8307449481236922,0.47463726913333076,0.2518066324298394,4.327791844826622,4.340352901026727,0.7948100671323801,3.1543182709952435,1.6684321318941586,364.0,363.0,17.0,248.0,163.34217663134854
513,"[1, 0, 2, 1, 0, 3]-variantVaccin103-variantDpt4","[1, 0, 2, 1, 0, 3]",2128879.0,2128955.0,2129028.0,2128954.0,60.83310502240262,15755.0,15784.0,15824.0,15787.666666666666,28.288199345702836,,,,,,0.7400608489256553,0.7413966006796762,0.7432499713484275,0.7415691403179197,0.0013076576774092628,0.7275714721788769,0.7289107024355057,0.7307579165825799,0.7290800303989875,0.0013063590506659697,13.0,13.0,13.0,13.0,0.0
514,"[1, 0, 2, 1, 0, 4]-variantVaccin103-variantDpt5","[1, 0, 2, 1, 0, 4]",2150194.0,2150275.0,2150085.0,2150184.6666666665,77.84742913046148,16110.0,16027.0,16302.0,16146.333333333334,115.17040514916245,,,,,,0.7492347202159433,0.7453465254444198,0.7582025826885914,0.7509279427829849,0.005383295394861675,0.7439654977341609,0.7401325283789818,0.7528321256401174,0.7456433839177533,0.0053186100428951905,11.0,11.0,11.0,11.0,0.0
515,"[1, 0, 2, 1, 1, 0]-variantVaccin104-variantDpt1","[1, 0, 2, 1, 1, 0]",335.0,242.0,199.0,258.6666666666667,56.7587487137935,5.0,5.0,5.0,5.0,0.0,,,,,,1.4925373134328357,2.066115702479339,2.512562814070352,2.0237386099941754,0.41750039438171077,0.00023090176838428336,0.00023090176838428336,0.00023090176838428336,0.00023090176838428336,0.0,38.0,25.0,27.0,30.0,5.715476066494082
516,"[1, 0, 2, 1, 1, 1]-variantVaccin104-variantDpt2","[1, 0, 2, 1, 1, 1]",16101987.0,16097895.0,16090169.0,16096683.666666666,4900.12090553783,60429.0,60347.0,60777.0,60517.666666666664,186.40696219711202,,,,,,0.37528908699280406,0.3748751001295511,0.37772754282444143,0.3759639099822656,0.0012584770908357409,2.790632592338772,2.7868458033372696,2.8067033554183176,2.7947272503647866,0.008608339442090922,364.0,364.0,364.0,364.0,0.0
517,"[1, 0, 2, 1, 1, 2]-variantVaccin104-variantDpt3","[1, 0, 2, 1, 1, 2]",27887369.0,27888025.0,27899764.0,27891719.333333332,5694.739112159183,80684.0,80590.0,80175.0,80483.0,221.1439953212989,,,,,,0.289320946698127,0.28897707887166624,0.2873680221811195,0.2885553492503043,0.0008512228252864027,3.7260156560635034,3.7216747028178787,3.7025098560419836,3.7167334049744554,0.010212507917450587,364.0,364.0,364.0,364.0,0.0
518,"[1, 0, 2, 1, 1, 3]-variantVaccin104-variantDpt4","[1, 0, 2, 1, 1, 3]",35806081.0,35801633.0,35799287.0,35802333.666666664,2817.541402633785,97228.0,97359.0,97604.0,97397.0,155.83538323072418,,,,,,0.2715404682238193,0.271940109547517,0.2726423015072898,0.27204095975954207,0.000455439143457517,4.49002342729342,4.496073053625089,4.507387240275918,4.497827907064809,0.007196533112963121,364.0,364.0,364.0,364.0,0.0
519,"[1, 0, 2, 1, 1, 4]-variantVaccin104-variantDpt5","[1, 0, 2, 1, 1, 4]",38197581.0,38210123.0,38202004.0,38203236.0,5193.830250081983,104216.0,102459.0,103189.0,103288.0,720.7001225660134,,,,,,0.2728340310345831,0.2681462187389452,0.27011410186753554,0.2703647838803546,0.0019219828534522657,4.812731738787295,4.731592857377057,4.765304515561162,4.769876370575171,0.033282186555052565,364.0,364.0,364.0,364.0,0.0
520,"[1, 0, 2, 1, 2, 0]-variantVaccin105-variantDpt1","[1, 0, 2, 1, 2, 0]",129.0,121.0,133.0,127.66666666666667,4.988876515698588,1.0,3.0,1.0,1.6666666666666667,0.9428090415820634,,,,,,0.7751937984496124,2.479338842975207,0.7518796992481203,1.3354707802243133,0.8088928629270612,4.618035367685667e-05,0.00013854106103057003,4.618035367685667e-05,7.696725612809447e-05,4.3539254989997966e-05,14.0,10.0,20.0,14.666666666666666,4.109609335312651
521,"[1, 0, 2, 1, 2, 1]-variantVaccin105-variantDpt2","[1, 0, 2, 1, 2, 1]",779.0,908.0,893.0,860.0,57.60208329565867,9.0,5.0,6.0,6.666666666666667,1.699673171197595,,,,,,1.1553273427471118,0.5506607929515419,0.6718924972004479,0.7926268776330337,0.2611997984611906,0.00041562318309171003,0.00023090176838428336,0.00027708212206114006,0.0003078690245123778,7.849150818096948e-05,25.0,25.0,25.0,25.0,0.0
522,"[1, 0, 2, 1, 2, 2]-variantVaccin105-variantDpt3","[1, 0, 2, 1, 2, 2]",14611798.0,14606956.0,14611760.0,14610171.333333334,2273.6369298744444,43627.0,43152.0,43519.0,43432.666666666664,203.29999726731154,,,,,,0.2985737963254077,0.29542089399050697,0.2978354421370184,0.29727671081764434,0.001346435738977224,2.014710289860226,1.9927746218637192,2.0097228116631256,2.00573590779569,0.009388465776308405,364.0,364.0,364.0,364.0,0.0
523,"[1, 0, 2, 1, 2, 3]-variantVaccin105-variantDpt4","[1, 0, 2, 1, 2, 3]",29421465.0,29407635.0,29425856.0,29418318.666666668,7764.267311787306,79710.0,79793.0,80168.0,79890.33333333333,199.24245419979036,,,,,,0.2709246463423898,0.271334298048789,0.2724406725840023,0.271566538991727,0.0006403310513565069,3.6810359915822453,3.684868960937424,3.7021865935662457,3.689363848695305,0.00920108700239131,364.0,364.0,364.0,364.0,0.0
524,"[1, 0, 2, 1, 2, 4]-variantVaccin105-variantDpt5","[1, 0, 2, 1, 2, 4]",32643979.0,32644100.0,32638974.0,32642351.0,2388.4104895655328,86555.0,86188.0,86752.0,86498.33333333333,233.71254899032607,,,,,,0.2651484367147767,0.2640232078691096,0.2657926686053305,0.2649881043964056,0.000731221655173751,3.9971405125003288,3.9801923227009226,4.00623804217467,3.994523625791974,0.010792928171092914,364.0,364.0,364.0,364.0,0.0
525,"[1, 0, 2, 2, 0, 0]-variantVaccin106-variantDpt1","[1, 0, 2, 2, 0, 0]",603428.0,437331.0,450155.0,496971.3333333333,75458.068498707,2811.0,1975.0,2130.0,2305.3333333333335,363.11644902917243,,,,,,0.4658385093167702,0.4516030192234257,0.47317035243416156,0.4635372936581192,0.008953925045715716,0.12981297418564408,0.09120619851179193,0.09836415333170472,0.10646110867638024,0.016768846042051467,364.0,364.0,364.0,364.0,0.0
526,"[1, 0, 2, 2, 0, 1]-variantVaccin106-variantDpt2","[1, 0, 2, 2, 0, 1]",29792691.0,29883334.0,29788519.0,29821514.666666668,43746.03887845796,100219.0,100863.0,101297.0,100793.0,442.8664207937498,,,,,,0.3363878744622297,0.337522580311822,0.3400538308064258,0.33798809519349254,0.0015323918250413893,4.628148865140899,4.657889012908794,4.67793128640455,4.654656388151415,0.020451727943858806,364.0,364.0,364.0,364.0,0.0
527,"[1, 0, 2, 2, 0, 2]-variantVaccin106-variantDpt3","[1, 0, 2, 2, 0, 2]",2160590.0,2160572.0,31293015.0,11871392.333333334,13733161.089248324,16619.0,16845.0,93464.0,42309.333333333336,36171.92935904243,,,,,,0.7691880458578444,0.7796546470101435,0.2986736816506815,0.6158387915062231,0.22431030235989116,0.767471297755681,0.7779080576866506,4.316200576053732,1.9538599771653544,1.6704324909748547,15.0,14.0,360.0,129.66666666666666,162.87077358718747
528,"[1, 0, 2, 2, 0, 3]-variantVaccin106-variantDpt4","[1, 0, 2, 2, 0, 3]",2165417.0,2165403.0,2165409.0,2165409.6666666665,5.734883511361751,15909.0,15770.0,15920.0,15866.333333333334,68.26582030725348,,,,,,0.7346852823266835,0.7282709038456121,0.7351959837610355,0.7327173899777769,0.0031510456657447834,0.7346832466451128,0.7282641774840296,0.7351912305355581,0.7327128848882335,0.00315253972582973,9.0,9.0,10.0,9.333333333333334,0.4714045207910317
529,"[1, 0, 2, 2, 0, 4]-variantVaccin106-variantDpt5","[1, 0, 2, 2, 0, 4]",2165423.0,2165423.0,2165423.0,2165423.0,0.0,16334.0,16237.0,16289.0,16286.666666666666,39.634440691006205,,,,,,0.7543098969577768,0.7498304026511218,0.7522317810423184,0.752124026883739,0.0018303324888950534,0.7543098969577768,0.7498304026511218,0.7522317810423184,0.752124026883739,0.0018303324888950534,7.0,7.0,7.0,7.0,0.0
530,"[1, 0, 2, 2, 1, 0]-variantVaccin107-variantDpt1","[1, 0, 2, 2, 1, 0]",1132594.0,1155577.0,1123079.0,1137083.3333333333,13641.739535541483,8444.0,8707.0,8303.0,8484.666666666666,167.42029612790546,,,,,,0.7455451821217488,0.7534764018321584,0.7393068519667806,0.7461094786402293,0.005798439949241156,0.38994690644737773,0.40209233946439105,0.38343547657894095,0.3918249074969033,0.007731528487870754,364.0,364.0,364.0,364.0,0.0
531,"[1, 0, 2, 2, 1, 1]-variantVaccin107-variantDpt2","[1, 0, 2, 2, 1, 1]",29963743.0,29945722.0,29906979.0,29938814.666666668,23682.92442996759,94791.0,94465.0,94507.0,94587.66666666667,144.79717615417167,,,,,,0.3163523328844464,0.3154540738740579,0.3160031643450179,0.31593652370117403,0.000369727867487236,4.37748190538292,4.3624271100842655,4.364366684938694,4.368091900135293,0.006686784806209414,364.0,364.0,364.0,364.0,0.0
532,"[1, 0, 2, 2, 1, 2]-variantVaccin107-variantDpt3","[1, 0, 2, 2, 1, 2]",2156892.0,2157045.0,2157039.0,2156992.0,70.75309180523492,11747.0,11800.0,11581.0,11709.333333333334,93.28927531548784,,,,,,0.5446262492512374,0.5470446838151267,0.5368933987748946,0.5428547772804196,0.004329413486032095,0.5424806146420353,0.5449281733869087,0.5348146759316771,0.5407411546535403,0.004308131728326886,15.0,15.0,15.0,15.0,0.0
533,"[1, 0, 2, 2, 1, 3]-variantVaccin107-variantDpt4","[1, 0, 2, 2, 1, 3]",2165368.0,2165377.0,2165368.0,2165371.0,4.242640687119285,10910.0,10881.0,10765.0,10852.0,62.64716008460931,,,,,,0.5038404557562502,0.5024991029275733,0.49714413439193705,0.5011612310252535,0.0028928193714554467,0.5038276586145063,0.5024884283578774,0.497131507331362,0.5011491981012486,0.002893068009557939,10.0,9.0,9.0,9.333333333333334,0.4714045207910317
534,"[1, 0, 2, 2, 1, 4]-variantVaccin107-variantDpt5","[1, 0, 2, 2, 1, 4]",2165422.0,2165423.0,2165423.0,2165422.6666666665,0.4714045207910317,11013.0,11185.0,11145.0,11114.333333333334,73.49074015744357,,,,,,0.5085844699093295,0.5165272558756419,0.5146800417285675,0.5132639225045129,0.003393720423489523,0.5085842350432225,0.5165272558756419,0.5146800417285675,0.5132638442158106,0.0033938283724447215,8.0,8.0,7.0,7.666666666666667,0.4714045207910317
