,ExperimentName,Parameters,nbCasCovidConnuTotal-repli1,nbCasCovidConnuTotal-repli2,nbCasCovidConnuTotal-repli3,nbCasCovidConnuTotal-Mean,nbCasCovidConnuTotal-Std,nbMortTotal-repli1,nbMortTotal-repli2,nbMortTotal-repli3,nbMortTotal-Mean,nbMortTotal-Std,epidemic_duration-repli1,epidemic_duration-repli2,epidemic_duration-repli3,epidemic_duration-Mean,epidemic_duration-Std,tauxDeMortCasConnu-repli1,tauxDeMortCasConnu-repli2,tauxDeMortCasConnu-repli3,tauxDeMortCasConnu-Mean,tauxDeMortCasConnu-Std,tauxMortalitePopulationGlobale-repli1,tauxMortalitePopulationGlobale-repli2,tauxMortalitePopulationGlobale-repli3,tauxMortalitePopulationGlobale-Mean,tauxMortalitePopulationGlobale-Std,epidemicDuration-repli1,epidemicDuration-repli2,epidemicDuration-repli3,epidemicDuration-Mean,epidemicDuration-Std
215,"[0, 1, 1, 2, 1, 0]-variantVaccin44-variantDpt1","[0, 1, 1, 2, 1, 0]",4399.0,3109.0,4478.0,3995.3333333333335,627.5615950291697,42.0,41.0,52.0,45.0,4.96655480858378,,,,,,0.9547624460104568,1.3187520102926986,1.1612326931665922,1.1449157164899157,0.14904537010028068,0.00193957485442798,0.0018933945007511236,0.0024013783911965465,0.00207811591545855,0.00022935725761589196,105.0,141.0,111.0,119.0,15.748015748023622
216,"[0, 1, 1, 2, 1, 1]-variantVaccin44-variantDpt2","[0, 1, 1, 2, 1, 1]",1923995.0,1948618.0,1917895.0,1930169.3333333333,13280.749886793123,21388.0,21750.0,21329.0,21489.0,186.12003295364704,,,,,,1.1116453005335254,1.1161756691152396,1.1121046772633538,1.1133085489707064,0.0020360157477073543,0.9877054044406105,1.0044226924716326,0.9849807635736759,0.992369620161973,0.008595088948147655,120.0,117.0,124.0,120.33333333333333,2.8674417556808756
217,"[0, 1, 1, 2, 1, 2]-variantVaccin44-variantDpt3","[0, 1, 1, 2, 1, 2]",15861710.0,15850556.0,15840621.0,15850962.333333334,8614.341156208962,67130.0,66956.0,66892.0,66992.66666666667,100.56286038537732,,,,,,0.42322044722794705,0.4224205131984014,0.42228142444668043,0.42264079495767626,0.0004137905960236045,3.1000871423273884,3.0920517607876152,3.0890962181522963,3.093745040422433,0.00464402845935315,364.0,364.0,364.0,364.0,0.0
218,"[0, 1, 1, 2, 1, 3]-variantVaccin44-variantDpt4","[0, 1, 1, 2, 1, 3]",30678303.0,2154421.0,2154604.0,11662442.666666666,13446243.79200383,87626.0,11965.0,11912.0,37167.666666666664,35679.43622810702,,,,,,0.28562857600043917,0.5553696329547475,0.5528626141973189,0.4646202743841685,0.12657038187896746,4.046599671288242,0.5525479317435901,0.5501003729987166,1.7164159920101831,1.647688984004835,360.0,17.0,18.0,131.66666666666666,161.45656450644
219,"[0, 1, 1, 2, 1, 4]-variantVaccin44-variantDpt5","[0, 1, 1, 2, 1, 4]",2164468.0,2164496.0,2164464.0,2164476.0,14.236104336041748,10886.0,10812.0,10898.0,10865.333333333334,38.029228525204424,,,,,,0.5029411384229289,0.4995158226210628,0.5034964776498939,0.5019844795646285,0.0017602652722460079,0.5027193301262617,0.4993019839541743,0.5032734943703839,0.5017649361502733,0.0017562032233519344,12.0,12.0,13.0,12.333333333333334,0.4714045207910317
220,"[0, 1, 1, 2, 2, 0]-variantVaccin45-variantDpt1","[0, 1, 1, 2, 2, 0]",1711.0,1712.0,2867.0,2096.6666666666665,544.7080767612033,10.0,7.0,17.0,11.333333333333334,4.189935029992179,,,,,,0.5844535359438925,0.40887850467289716,0.5929543076386466,0.5287621160851455,0.08484152282848217,0.0004618035367685667,0.0003232624757379967,0.0007850660125065634,0.0005233773416710423,0.00019349268156808986,98.0,96.0,127.0,107.0,14.165686240583852
221,"[0, 1, 1, 2, 2, 1]-variantVaccin45-variantDpt2","[0, 1, 1, 2, 2, 1]",1748890.0,3404047.0,1765384.0,2306107.0,776390.0204188614,10868.0,20045.0,10947.0,13953.333333333334,4307.579547211584,,,,,,0.6214227309893704,0.5888579094236948,0.6200917194219501,0.610124119945005,0.015047296111498326,0.5018880837600783,0.9256851894525918,0.5055363317005499,0.6443698683044067,0.198925546981425,171.0,364.0,137.0,224.0,99.96332660864516
222,"[0, 1, 1, 2, 2, 2]-variantVaccin45-variantDpt3","[0, 1, 1, 2, 2, 2]",16043408.0,16044971.0,16029511.0,16039296.666666666,6948.870235912854,58175.0,58158.0,58146.0,58159.666666666664,11.897712198383164,,,,,,0.3626099890995728,0.36246871371721395,0.36274344239197315,0.36260738173625334,0.00011217266435082957,2.6865420751511366,2.68575700913863,2.685202844894508,2.685833976394758,0.0005494405572667075,364.0,364.0,364.0,364.0,0.0
223,"[0, 1, 1, 2, 2, 3]-variantVaccin45-variantDpt4","[0, 1, 1, 2, 2, 3]",30779287.0,2149971.0,30777599.0,21235619.0,13495591.141733756,83621.0,6374.0,83521.0,57838.666666666664,36391.0376909236,,,,,,0.27167945768204443,0.29646911516480917,0.2713694463301052,0.27983933972565295,0.011759708049866884,3.8616473548124315,0.2943535743362844,3.8570293194447456,2.671010082864487,1.6805509912346732,363.0,17.0,364.0,248.0,163.34217663134854
224,"[0, 1, 1, 2, 2, 4]-variantVaccin45-variantDpt5","[0, 1, 1, 2, 2, 4]",2163970.0,2163985.0,2163972.0,2163975.6666666665,6.649979114420002,5871.0,5868.0,5874.0,5871.0,2.449489742783178,,,,,,0.2713069035152983,0.27116638978551144,0.27144528672274876,0.27130619334118616,0.00011386030522981814,0.2711248564368255,0.27098631537579493,0.2712633974978561,0.2711248564368255,0.00011311830264957556,12.0,13.0,13.0,12.666666666666666,0.4714045207910317
225,"[0, 1, 2, 0, 0, 0]-variantVaccin46-variantDpt1","[0, 1, 2, 0, 0, 0]",4052.0,3122.0,4875.0,4016.3333333333335,716.1034996578512,64.0,42.0,51.0,52.333333333333336,9.030811456096044,,,,,,1.5794669299111548,1.345291479820628,1.0461538461538462,1.323637418628543,0.21826189941026572,0.002955542635318827,0.00193957485442798,0.0023551980375196902,0.0024167718424221653,0.00041704606703152434,92.0,81.0,87.0,86.66666666666667,4.496912521077347
226,"[0, 1, 2, 0, 0, 1]-variantVaccin46-variantDpt2","[0, 1, 2, 0, 0, 1]",2341832.0,2397551.0,2363418.0,2367600.3333333335,22938.62353227751,33356.0,33934.0,33522.0,33604.0,242.98696810048614,,,,,,1.4243549494583727,1.4153609245434196,1.4183694970589207,1.4193617903535711,0.003738235370657792,1.5403918772452312,1.567084121670454,1.5480578159555893,1.5518446049570915,0.011221224125747425,108.0,99.0,108.0,105.0,4.242640687119285
227,"[0, 1, 2, 0, 0, 2]-variantVaccin46-variantDpt3","[0, 1, 2, 0, 0, 2]",20843501.0,21336876.0,20943800.0,21041392.333333332,212913.00304793246,90170.0,90890.0,90172.0,90410.66666666667,338.94083390599144,,,,,,0.4326048680593534,0.42597613633785936,0.4305426904382204,0.4297078982784777,0.0027697989724119213,4.1640824910421665,4.197332345689503,4.16417485174952,4.175196562827063,0.015652407585307393,364.0,364.0,364.0,364.0,0.0
228,"[0, 1, 2, 0, 0, 3]-variantVaccin46-variantDpt4","[0, 1, 2, 0, 0, 3]",32700105.0,32721573.0,32627486.0,32683054.666666668,40258.55016708321,95096.0,94452.0,95527.0,95025.0,441.72917796616815,,,,,,0.2908125218558167,0.28865360476404966,0.29278075546488624,0.29074896069491757,0.0016855015559639024,4.391566913254362,4.361826765486467,4.411470645689087,4.388288108143304,0.02039920966786435,363.0,364.0,362.0,363.0,0.816496580927726
229,"[0, 1, 2, 0, 0, 4]-variantVaccin46-variantDpt5","[0, 1, 2, 0, 0, 4]",2157876.0,2157922.0,2157844.0,2157880.6666666665,32.013885876114585,15903.0,15930.0,15815.0,15882.666666666666,49.100803342602134,,,,,,0.7369746917802505,0.7382101855396072,0.732907476166025,0.7360307844952944,0.0022653774368544886,0.7344061645230516,0.7356530340723267,0.7303422933994883,0.7334671639982888,0.0022674924641791164,13.0,13.0,14.0,13.333333333333334,0.4714045207910317
230,"[0, 1, 2, 0, 1, 0]-variantVaccin47-variantDpt1","[0, 1, 2, 0, 1, 0]",766.0,520.0,527.0,604.3333333333334,114.35131054002933,9.0,9.0,4.0,7.333333333333333,2.357022603955158,,,,,,1.1749347258485638,1.7307692307692308,0.7590132827324478,1.2215724131167474,0.3980860133534882,0.00041562318309171003,0.00041562318309171003,0.00018472141470742668,0.0003386559269636156,0.00010884813747499489,79.0,84.0,73.0,78.66666666666667,4.496912521077347
231,"[0, 1, 2, 0, 1, 1]-variantVaccin47-variantDpt2","[0, 1, 2, 0, 1, 1]",4564760.0,4530908.0,4566401.0,4554023.0,16358.497058104085,26436.0,26576.0,27246.0,26752.666666666668,353.4905310691583,,,,,,0.5791323092561274,0.5865490978850155,0.5966624481730799,0.5874479517714075,0.007184817155814294,1.220823829801383,1.2272890793161428,1.2582299162796369,1.2354476084657209,0.016324317746193643,364.0,364.0,364.0,364.0,0.0
232,"[0, 1, 2, 0, 1, 2]-variantVaccin47-variantDpt3","[0, 1, 2, 0, 1, 2]",23276160.0,23269686.0,23250225.0,23265357.0,11021.531563262884,85672.0,85066.0,85423.0,85387.0,248.70464410621688,,,,,,0.3680675850312079,0.3655657407667641,0.36740719713465136,0.3670135076442078,0.0010586311104587977,3.9563632602036645,3.9283779658754896,3.944864352138127,3.9432018594057605,0.01148526842590174,364.0,364.0,364.0,364.0,0.0
233,"[0, 1, 2, 0, 1, 3]-variantVaccin47-variantDpt4","[0, 1, 2, 0, 1, 3]",32338565.0,32571731.0,32524214.0,32478170.0,100603.62266837114,91623.0,91761.0,91759.0,91714.33333333333,64.58758050550861,,,,,,0.2833242600591585,0.2817197526284372,0.28212518832891703,0.28238973367217096,0.0006812239978098097,4.231182544934638,4.2375554337420445,4.237463073034691,4.235400350570457,0.0029826773108769084,364.0,364.0,364.0,364.0,0.0
234,"[0, 1, 2, 0, 1, 4]-variantVaccin47-variantDpt5","[0, 1, 2, 0, 1, 4]",33000166.0,32995021.0,33001047.0,32998744.666666668,2657.4813054636693,93038.0,92635.0,93235.0,92969.33333333333,249.7149486025127,,,,,,0.2819319151303663,0.28075448110792234,0.28252133939871665,0.28173591187900177,0.0007345111802399633,4.29652774538739,4.277917062855618,4.305625275061732,4.293356694434913,0.011531924644861899,364.0,363.0,364.0,363.6666666666667,0.4714045207910317
235,"[0, 1, 2, 0, 2, 0]-variantVaccin48-variantDpt1","[0, 1, 2, 0, 2, 0]",207.0,156.0,139.0,167.33333333333334,28.89444391035911,2.0,1.0,2.0,1.6666666666666667,0.4714045207910317,,,,,,0.966183574879227,0.641025641025641,1.4388489208633095,1.0153527122560593,0.32756037562106527,9.236070735371334e-05,4.618035367685667e-05,9.236070735371334e-05,7.696725612809444e-05,2.1769627494998976e-05,58.0,40.0,44.0,47.333333333333336,7.71722460186015
236,"[0, 1, 2, 0, 2, 1]-variantVaccin48-variantDpt2","[0, 1, 2, 0, 2, 1]",1755.0,1991.0,3655.0,2467.0,845.5499196775236,13.0,13.0,26.0,17.333333333333332,6.128258770283411,,,,,,0.7407407407407408,0.6529382219989954,0.7113543091655267,0.7016777573017543,0.03649244046217284,0.0006003445977991366,0.0006003445977991366,0.0012006891955982733,0.0008004594637321822,0.00028300515743498667,68.0,70.0,74.0,70.66666666666667,2.494438257849294
237,"[0, 1, 2, 0, 2, 2]-variantVaccin48-variantDpt3","[0, 1, 2, 0, 2, 2]",15283074.0,15304017.0,15287469.0,15291520.0,9017.030664248625,53891.0,54084.0,54078.0,54017.666666666664,89.60034722154944,,,,,,0.3526188514169335,0.35339741193439606,0.3537407009623372,0.3532523214378889,0.00046934354138741883,2.4887054399994826,2.497618248259116,2.497341166137055,2.494554951465218,0.004137775724260359,364.0,364.0,364.0,364.0,0.0
238,"[0, 1, 2, 0, 2, 3]-variantVaccin48-variantDpt4","[0, 1, 2, 0, 2, 3]",31635406.0,31652027.0,31635775.0,31641069.333333332,7749.704696882901,91881.0,91158.0,91618.0,91552.33333333333,298.7934998549258,,,,,,0.29043723984449576,0.28800051257380765,0.28960251487437877,0.28934675576422736,0.0010110949476509277,4.243097076183268,4.2097086804749,4.230951643166255,4.227919133274807,0.01379838949964647,364.0,364.0,364.0,364.0,0.0
239,"[0, 1, 2, 0, 2, 4]-variantVaccin48-variantDpt5","[0, 1, 2, 0, 2, 4]",32560907.0,32518230.0,32506189.0,32528442.0,23476.635037131422,88137.0,88257.0,88941.0,88445.0,354.1299196622618,,,,,,0.27068349170985934,0.27140776112352977,0.27361251114364715,0.2719012546590121,0.0012456432375948857,4.070197832017116,4.075739474458339,4.107326836373309,4.084421380949588,0.016353844937560147,364.0,364.0,364.0,364.0,0.0
240,"[0, 1, 2, 1, 0, 0]-variantVaccin49-variantDpt1","[0, 1, 2, 1, 0, 0]",3342.0,3938.0,3677.0,3652.3333333333335,243.9403387898133,50.0,53.0,58.0,53.666666666666664,3.299831645537222,,,,,,1.4961101137043686,1.345860843067547,1.5773728583084037,1.4731146050267732,0.09590289660111663,0.0023090176838428335,0.0024475587448734033,0.002678460513257687,0.0024783456473246412,0.00015238739246499288,76.0,82.0,73.0,77.0,3.7416573867739413
241,"[0, 1, 2, 1, 0, 1]-variantVaccin49-variantDpt2","[0, 1, 2, 1, 0, 1]",2093514.0,2094990.0,2119630.0,2102711.3333333335,11978.46972233469,31413.0,31027.0,31276.0,31238.666666666668,159.7797094613567,,,,,,1.5004915180887255,1.4810094558923907,1.475540542453164,1.4856805054780935,0.010708309062457542,1.4506634500510986,1.432837833531832,1.4443367415973691,1.4426126750600998,0.007378683493310867,78.0,78.0,75.0,77.0,1.4142135623730951
242,"[0, 1, 2, 1, 0, 2]-variantVaccin49-variantDpt3","[0, 1, 2, 1, 0, 2]",9981541.0,10059291.0,9955610.0,9998814.0,44054.54828580889,66175.0,65716.0,66341.0,66077.33333333333,264.33606555964997,,,,,,0.6629737833066056,0.6532865984292531,0.6663680075856728,0.6608761297738438,0.005542618462847478,3.05598490456599,3.034788122228313,3.0636508432763483,3.0514746233568837,0.012207132997093324,364.0,364.0,364.0,364.0,0.0
243,"[0, 1, 2, 1, 0, 3]-variantVaccin49-variantDpt4","[0, 1, 2, 1, 0, 3]",26260241.0,31273343.0,30816544.0,29450042.666666668,2263226.65474205,82090.0,93015.0,91891.0,88998.66666666667,4906.668953803815,,,,,,0.3126018531208453,0.2974258300431777,0.29818723345486114,0.30273830553962805,0.006981504706677188,3.790945233333164,4.295465597252823,4.2435588797200365,4.109989903435341,0.22659170766191253,361.0,364.0,363.0,362.6666666666667,1.247219128924647
244,"[0, 1, 2, 1, 0, 4]-variantVaccin49-variantDpt5","[0, 1, 2, 1, 0, 4]",2103957.0,8283217.0,32527815.0,14304996.333333334,13130096.563634792,15621.0,38464.0,94552.0,49545.666666666664,33162.510885369076,,,,,,0.742458139591256,0.4643606463527395,0.2906804530215141,0.49916641298850317,0.18607229878715498,0.7213833047861781,1.776281123826615,4.366444800854151,2.2880364098223147,1.5314564814989529,15.0,82.0,355.0,150.66666666666666,147.051767150967
245,"[0, 1, 2, 1, 1, 0]-variantVaccin50-variantDpt1","[0, 1, 2, 1, 1, 0]",268.0,184.0,309.0,253.66666666666666,52.02777036246017,1.0,4.0,5.0,3.3333333333333335,1.699673171197595,,,,,,0.3731343283582089,2.1739130434782608,1.6181229773462782,1.3883901163942494,0.7528983489415019,4.618035367685667e-05,0.00018472141470742668,0.00023090176838428336,0.0001539345122561889,7.849150818096949e-05,58.0,48.0,66.0,57.333333333333336,7.363574011458175
246,"[0, 1, 2, 1, 1, 1]-variantVaccin50-variantDpt2","[0, 1, 2, 1, 1, 1]",18002.0,1898919.0,1808022.0,1241647.6666666667,866043.5340544698,254.0,14707.0,13848.0,9603.0,6620.036304029357,,,,,,1.4109543384068437,0.7744932774910357,0.7659198837182292,0.9837891665387027,0.3020716678903089,0.011729809833921594,0.679174461525531,0.6395055377171112,0.44346993635885457,0.3057156178737067,114.0,364.0,362.0,280.0,117.38256542888584
247,"[0, 1, 2, 1, 1, 2]-variantVaccin50-variantDpt3","[0, 1, 2, 1, 1, 2]",14267431.0,14258831.0,14267066.0,14264442.666666666,3970.8444385993716,56181.0,56273.0,55768.0,56074.0,219.61026084103327,,,,,,0.3937709598875929,0.3946536711179198,0.390886255099682,0.39310362870173154,0.001608799562269139,2.5944584499194843,2.5987070424577556,2.5753859638509424,2.589517152076061,0.010141679516705845,364.0,364.0,364.0,364.0,0.0
248,"[0, 1, 2, 1, 1, 3]-variantVaccin50-variantDpt4","[0, 1, 2, 1, 1, 3]",27142554.0,27145977.0,27152514.0,27147015.0,4131.866648380608,80184.0,79960.0,79723.0,79955.66666666667,188.22740383789912,,,,,,0.29541803619512,0.2945556168414937,0.2936118548728121,0.2945285026364753,0.0007376196523723375,3.7029254792250748,3.6925810800014593,3.681636336180044,3.6923809651355257,0.008692408080910671,364.0,364.0,364.0,364.0,0.0
249,"[0, 1, 2, 1, 1, 4]-variantVaccin50-variantDpt5","[0, 1, 2, 1, 1, 4]",32608890.0,32581466.0,32575617.0,32588657.666666668,14504.325431478095,89689.0,88932.0,89093.0,89238.0,325.60814895617506,,,,,,0.27504462740068736,0.27295272717317265,0.27349597092819455,0.27383110850068487,0.0008862842037932081,4.141869740923598,4.106911213190218,4.114346250132192,4.121042401415336,0.01503669947886262,364.0,364.0,364.0,364.0,0.0
250,"[0, 1, 2, 1, 2, 0]-variantVaccin51-variantDpt1","[0, 1, 2, 1, 2, 0]",86.0,84.0,88.0,86.0,1.632993161855452,1.0,2.0,1.0,1.3333333333333333,0.4714045207910317,,,,,,1.1627906976744187,2.380952380952381,1.1363636363636365,1.5600355716634786,0.5805760950539759,4.618035367685667e-05,9.236070735371334e-05,4.618035367685667e-05,6.157380490247556e-05,2.1769627494998976e-05,11.0,18.0,20.0,16.333333333333332,3.8586123009300755
251,"[0, 1, 2, 1, 2, 1]-variantVaccin51-variantDpt2","[0, 1, 2, 1, 2, 1]",290.0,272.0,235.0,265.6666666666667,22.895899681432528,4.0,4.0,4.0,4.0,0.0,,,,,,1.3793103448275863,1.4705882352941175,1.702127659574468,1.517342079898724,0.13587297048856725,0.00018472141470742668,0.00018472141470742668,0.00018472141470742668,0.00018472141470742668,0.0,17.0,15.0,14.0,15.333333333333334,1.247219128924647
252,"[0, 1, 2, 1, 2, 2]-variantVaccin51-variantDpt3","[0, 1, 2, 1, 2, 2]",630.0,772.0,654.0,685.3333333333334,62.060901987930826,7.0,5.0,8.0,6.666666666666667,1.247219128924647,,,,,,1.1111111111111112,0.6476683937823834,1.2232415902140672,0.9940070317025206,0.24914005455198157,0.0003232624757379967,0.00023090176838428336,0.00036944282941485336,0.00030786902451237775,5.7597020486281296e-05,22.0,25.0,26.0,24.333333333333332,1.699673171197595
253,"[0, 1, 2, 1, 2, 3]-variantVaccin51-variantDpt4","[0, 1, 2, 1, 2, 3]",14218047.0,14193890.0,14213544.0,14208493.666666666,10488.71019504093,42576.0,42114.0,42423.0,42371.0,192.16139050287913,,,,,,0.2994504097503687,0.29670513157421957,0.29846884070573815,0.2982081273434421,0.0011358159061719815,1.9661747381458496,1.9448394147471417,1.9591091440332904,1.9567077656420941,0.008874080976459567,364.0,364.0,364.0,364.0,0.0
254,"[0, 1, 2, 1, 2, 4]-variantVaccin51-variantDpt5","[0, 1, 2, 1, 2, 4]",20053710.0,20085574.0,20070656.0,20069980.0,13017.202874145683,58831.0,58685.0,58547.0,58687.666666666664,115.95784674709265,,,,,,0.29336716248514616,0.29217487137783565,0.291704466460887,0.29241550010795625,0.0006997933774057438,2.7168363871631547,2.7100940555263335,2.7037211667189274,2.7102172031361387,0.0053549743743874865,364.0,364.0,364.0,364.0,0.0
255,"[0, 1, 2, 2, 0, 0]-variantVaccin52-variantDpt1","[0, 1, 2, 2, 0, 0]",5411.0,5956.0,8853.0,6740.0,1510.592157621198,61.0,82.0,118.0,87.0,23.53720459187964,,,,,,1.127333210127518,1.3767629281396911,1.3328815090929629,1.2789925491200573,0.10872537594670686,0.002817001574288257,0.003786789001502247,0.005449281733869086,0.00401769076988653,0.0010869564326175362,123.0,113.0,112.0,116.0,4.96655480858378
256,"[0, 1, 2, 2, 0, 1]-variantVaccin52-variantDpt2","[0, 1, 2, 2, 0, 1]",8921495.0,8926086.0,8931636.0,8926405.666666666,4146.2119525605,54357.0,54483.0,54186.0,54342.0,121.71277665060477,,,,,,0.6092812919807723,0.610379510123474,0.6066749697367874,0.6087785906136779,0.0015535843218199383,2.510225484812898,2.516044209376182,2.5023286443341557,2.5095327795077456,0.005620739072717179,364.0,364.0,364.0,364.0,0.0
257,"[0, 1, 2, 2, 0, 2]-variantVaccin52-variantDpt3","[0, 1, 2, 2, 0, 2]",29160990.0,29107908.0,29057450.0,29108782.666666668,42274.55248202582,102944.0,103072.0,103930.0,103315.33333333333,437.7650308352898,,,,,,0.3530195648364476,0.3541030842889843,0.3576707522511438,0.3549311337921919,0.0019870640950036315,4.753990328910334,4.759901414180971,4.799524157635713,4.771138633575672,0.020216143951333414,364.0,364.0,364.0,364.0,0.0
258,"[0, 1, 2, 2, 0, 3]-variantVaccin52-variantDpt4","[0, 1, 2, 2, 0, 3]",2158931.0,2159050.0,31155923.0,11824634.666666666,13669285.069658725,17553.0,17714.0,93266.0,42844.333333333336,35653.56300412188,,,,,,0.8130412690354625,0.8204534401704454,0.29935238959218124,0.6442823662660297,0.24392109608969836,0.8106037480898651,0.8180387850318391,4.3070568660257145,1.978566466382473,1.6464941493704413,17.0,17.0,362.0,132.0,162.63455967290594
259,"[0, 1, 2, 2, 0, 4]-variantVaccin52-variantDpt5","[0, 1, 2, 2, 0, 4]",2165008.0,2165006.0,2165005.0,2165006.3333333335,1.247219128924647,16000.0,15927.0,15792.0,15906.333333333334,86.16392645546175,,,,,,0.7390272922779038,0.7356561598443607,0.7294209482195191,0.7347014667805946,0.0039794506050055125,0.7388856588297067,0.7355144930112961,0.7292801452649206,0.7345600990353077,0.0039790805978998575,13.0,12.0,12.0,12.333333333333334,0.4714045207910317
260,"[0, 1, 2, 2, 1, 0]-variantVaccin53-variantDpt1","[0, 1, 2, 2, 1, 0]",4732.0,3109.0,4586.0,4142.333333333333,733.1040550669159,43.0,41.0,54.0,46.0,5.715476066494082,,,,,,0.9087066779374473,1.3187520102926986,1.1774967291757523,1.1349851391352994,0.17007786474123704,0.001985755208104837,0.0018933945007511236,0.0024937390985502604,0.0021242962691354066,0.0002639427061823064,105.0,141.0,106.0,117.33333333333333,16.73983937265296
261,"[0, 1, 2, 2, 1, 1]-variantVaccin53-variantDpt2","[0, 1, 2, 2, 1, 1]",9286129.0,9346736.0,9284935.0,9305933.333333334,28855.959688694387,43863.0,44890.0,44416.0,44389.666666666664,419.68427286340966,,,,,,0.47234967336766476,0.480274611372355,0.47836629981793083,0.4769968615193168,0.0033771468761691894,2.025608853327964,2.073036076554096,2.0511465889112657,2.0499305062644417,0.019381168153446808,364.0,364.0,364.0,364.0,0.0
262,"[0, 1, 2, 2, 1, 2]-variantVaccin53-variantDpt3","[0, 1, 2, 2, 1, 2]",29222040.0,29224971.0,29250584.0,29232531.666666668,12820.887757440547,94844.0,94928.0,95615.0,95129.0,345.36068102782053,,,,,,0.32456324062248904,0.3248181153028347,0.3268823624171059,0.32542123944747653,0.0010383963677883874,4.379929464127795,4.38380861383665,4.4155345168126505,4.393090864925698,0.01594887839594466,364.0,364.0,364.0,364.0,0.0
263,"[0, 1, 2, 2, 1, 3]-variantVaccin53-variantDpt4","[0, 1, 2, 2, 1, 3]",2154321.0,2154414.0,31232040.0,11846925.0,13707346.270633642,12023.0,11962.0,88182.0,37389.0,35916.08337036023,,,,,,0.5580876758848843,0.5552321884280366,0.2823446691282414,0.4652215111470541,0.12931870955700722,0.5552263922568478,0.5524093906825595,4.072275947932575,1.726637243623994,1.6586174327307062,18.0,16.0,362.0,132.0,162.63660924486427
264,"[0, 1, 2, 2, 1, 4]-variantVaccin53-variantDpt5","[0, 1, 2, 2, 1, 4]",2164468.0,2164496.0,2164464.0,2164476.0,14.236104336041748,10886.0,10812.0,10898.0,10865.333333333334,38.029228525204424,,,,,,0.5029411384229289,0.4995158226210628,0.5034964776498939,0.5019844795646285,0.0017602652722460079,0.5027193301262617,0.4993019839541743,0.5032734943703839,0.5017649361502733,0.0017562032233519344,12.0,12.0,13.0,12.333333333333334,0.4714045207910317
265,"[0, 1, 2, 2, 2, 0]-variantVaccin54-variantDpt1","[0, 1, 2, 2, 2, 0]",1711.0,1712.0,2807.0,2076.6666666666665,516.4238138927711,10.0,7.0,17.0,11.333333333333334,4.189935029992179,,,,,,0.5844535359438925,0.40887850467289716,0.6056287851799074,0.5329869419322323,0.08818267382453913,0.0004618035367685667,0.0003232624757379967,0.0007850660125065634,0.0005233773416710423,0.00019349268156808986,98.0,96.0,116.0,103.33333333333333,8.993825042154695
266,"[0, 1, 2, 2, 2, 1]-variantVaccin54-variantDpt2","[0, 1, 2, 2, 2, 1]",8953170.0,8983634.0,8980975.0,8972593.0,13776.967905408892,31852.0,32473.0,32101.0,32142.0,255.17445013166972,,,,,,0.3557622607411676,0.361468421353764,0.3574333521694471,0.3582213447547929,0.0023952406239744883,1.4709366253152385,1.4996146249485667,1.482435533380776,1.484328927881527,0.011784046356378006,364.0,364.0,364.0,364.0,0.0
267,"[0, 1, 2, 2, 2, 2]-variantVaccin54-variantDpt3","[0, 1, 2, 2, 2, 2]",29324292.0,29356077.0,29303780.0,29328049.666666668,21514.864572094233,85800.0,85895.0,85813.0,85836.0,42.05551886098502,,,,,,0.2925901842745257,0.2925969978890572,0.29283935383080273,0.2926755119981285,0.00011588705977882962,3.9622743454743024,3.9666614790736037,3.962874690072101,3.9639368382066693,0.0019421387350640582,364.0,364.0,364.0,364.0,0.0
268,"[0, 1, 2, 2, 2, 3]-variantVaccin54-variantDpt4","[0, 1, 2, 2, 2, 3]",31298583.0,31342316.0,31292825.0,31311241.333333332,22098.488972979325,83389.0,82812.0,83996.0,83399.0,483.4176937873361,,,,,,0.26643059208143705,0.2642178708172045,0.2684193581116438,0.26635594033676174,0.0017160620683357257,3.850933512759401,3.824287448687855,3.878964987441253,3.85139531629617,0.02232440007274954,363.0,364.0,364.0,363.6666666666667,0.4714045207910317
269,"[0, 1, 2, 2, 2, 4]-variantVaccin54-variantDpt5","[0, 1, 2, 2, 2, 4]",2163970.0,2163985.0,2163972.0,2163975.6666666665,6.649979114420002,5871.0,5868.0,5874.0,5871.0,2.449489742783178,,,,,,0.2713069035152983,0.27116638978551144,0.27144528672274876,0.27130619334118616,0.00011386030522981814,0.2711248564368255,0.27098631537579493,0.2712633974978561,0.2711248564368255,0.00011311830264957556,12.0,13.0,13.0,12.666666666666666,0.4714045207910317
270,"[0, 2, 0, 0, 0, 0]-variantVaccin55-variantDpt1","[0, 2, 0, 0, 0, 0]",106113.0,97233.0,84760.0,96035.33333333333,8758.365765877154,1377.0,1150.0,1085.0,1204.0,125.17454480311349,,,,,,1.2976732351361284,1.1827260292287598,1.2800849457291175,1.253494736698002,0.050553565312557766,0.06359034701303164,0.053107406728385174,0.050105683739389485,0.05560114582693543,0.005780604750347322,100.0,97.0,104.0,100.33333333333333,2.8674417556808756
271,"[0, 2, 0, 0, 0, 1]-variantVaccin55-variantDpt2","[0, 2, 0, 0, 0, 1]",1600355.0,1598840.0,1600662.0,1599952.3333333333,796.4614798525342,29115.0,29077.0,29225.0,29139.0,62.758797524065635,,,,,,1.8192838463965806,1.8186310074804233,1.8258070723238258,1.8212406420669431,0.0032399345292605086,1.344540997301682,1.3427861438619615,1.3496208362061362,1.3456493257899265,0.0028982234659955405,59.0,60.0,60.0,59.666666666666664,0.4714045207910317
